id,name_ru,name_en,name_tm,short_description_ru,short_description_en,short_description_tm,description_ru,description_en,description_tm,ingredients_ru,ingredients_en,ingredients_tm
38,Крылышки горчично-медовом соусе,Honey Mustard Wings,Bal-gorchisaly ganatlar,"Хрустко, сочно и с ярким соусом. Состав: Крылышки, чеснок, мёд, горчица, кинза, кунжут","Crisp, juicy, and packed with sauce. Ingredients: Крылышки, чеснок, мёд, горчица, кинза, кунжут","Shypbyk, shireli we sousy guychli. Duzumi: Крылышки, чеснок, мёд, горчица, кинза, кунжут","Крылышки горчично-медовом соусе раскрывается благодаря яркому сочетанию Крылышки, чеснок, мёд, горчица, кинза. Вкус звучит полно, сочно и очень убедительно.","Honey Mustard Wings opens around a vivid combination of Крылышки, чеснок, мёд, горчица, кинза. The flavor feels complete, generous, and easy to come back to.","Bal-gorchisaly ganatlar Крылышки, чеснок, мёд, горчица, кинза bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
39,Крылышки барбекю,BBQ Wings,Barbekyu ganatlary,"Хрустко, сочно и с ярким соусом. Состав: Крылышки, перец чили, чеснок, зелёный лук, соус барбекю","Crisp, juicy, and packed with sauce. Ingredients: Крылышки, перец чили, чеснок, зелёный лук, соус барбекю","Shypbyk, shireli we sousy guychli. Duzumi: Крылышки, перец чили, чеснок, зелёный лук, соус барбекю","Крылышки барбекю раскрывается благодаря яркому сочетанию Крылышки, перец чили, чеснок, зелёный лук, соус барбекю. Вкус звучит полно, сочно и очень убедительно.","BBQ Wings opens around a vivid combination of Крылышки, перец чили, чеснок, зелёный лук, соус барбекю. The flavor feels complete, generous, and easy to come back to.","Barbekyu ganatlary Крылышки, перец чили, чеснок, зелёный лук, соус барбекю bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
40,Крылышки терияки,Teriyaki Wings,Teriyaki ganatlary,"Хрустко, сочно и с ярким соусом. Состав: Крылышки, чеснок, соус терияки, соевый соус, соль, перец","Crisp, juicy, and packed with sauce. Ingredients: Крылышки, чеснок, соус терияки, соевый соус, соль, перец","Shypbyk, shireli we sousy guychli. Duzumi: Крылышки, чеснок, соус терияки, соевый соус, соль, перец","Крылышки терияки раскрывается благодаря яркому сочетанию Крылышки, чеснок, соус терияки, соевый соус, соль. Вкус звучит полно, сочно и очень убедительно.","Teriyaki Wings opens around a vivid combination of Крылышки, чеснок, соус терияки, соевый соус, соль. The flavor feels complete, generous, and easy to come back to.","Teriyaki ganatlary Крылышки, чеснок, соус терияки, соевый соус, соль bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
41,Поло э фунги,Polo e Funghi Pizza,Polo e Funghi pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, курица, грибы, пармезан, моцарелла, сливочный соус, соус цезарь, ароматное масло, петрушка","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, курица, грибы, пармезан, моцарелла, сливочный соус, соус цезарь, ароматное масло, петрушка","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, курица, грибы, пармезан, моцарелла, сливочный соус, соус цезарь, ароматное масло, петрушка","Поло э фунги раскрывается благодаря яркому сочетанию Тесто для пиццы, курица, грибы, пармезан, моцарелла. Вкус звучит полно, сочно и очень убедительно.","Polo e Funghi Pizza opens around a vivid combination of Тесто для пиццы, курица, грибы, пармезан, моцарелла. The flavor feels complete, generous, and easy to come back to.","Polo e Funghi pitsa Тесто для пиццы, курица, грибы, пармезан, моцарелла bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
42,Скандинавская пицца с курицей,Scandinavian Chicken Pizza,Skandinaw towukly pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, курица, бекон, руккола, черри, сыр, соус, маслины, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, курица, бекон, руккола, черри, сыр, соус, маслины, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, курица, бекон, руккола, черри, сыр, соус, маслины, ароматное масло","Скандинавская пицца с курицей раскрывается благодаря яркому сочетанию Тесто для пиццы, курица, бекон, руккола, черри. Вкус звучит полно, сочно и очень убедительно.","Scandinavian Chicken Pizza opens around a vivid combination of Тесто для пиццы, курица, бекон, руккола, черри. The flavor feels complete, generous, and easy to come back to.","Skandinaw towukly pitsa Тесто для пиццы, курица, бекон, руккола, черри bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
43,Ростбиф с чили,Chili Roast Beef Pizza,Chili rostbif pitsasy,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, красный соус, ростбиф, моцарелла, пармезан, халапеньо, красный лук, зелёный лук, шрирача, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, красный соус, ростбиф, моцарелла, пармезан, халапеньо, красный лук, зелёный лук, шрирача, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, красный соус, ростбиф, моцарелла, пармезан, халапеньо, красный лук, зелёный лук, шрирача, ароматное масло","Ростбиф с чили раскрывается благодаря яркому сочетанию Тесто для пиццы, красный соус, ростбиф, моцарелла, пармезан. Вкус звучит полно, сочно и очень убедительно.","Chili Roast Beef Pizza opens around a vivid combination of Тесто для пиццы, красный соус, ростбиф, моцарелла, пармезан. The flavor feels complete, generous, and easy to come back to.","Chili rostbif pitsasy Тесто для пиццы, красный соус, ростбиф, моцарелла, пармезан bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
44,Груша с голубым сыром,Pear and Blue Cheese Pizza,Armytly we gok peynirli pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, сливочный соус, груша, дорблю, мёд, грецкий орех, моцарелла, базилик, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, сливочный соус, груша, дорблю, мёд, грецкий орех, моцарелла, базилик, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, сливочный соус, груша, дорблю, мёд, грецкий орех, моцарелла, базилик, ароматное масло","Груша с голубым сыром раскрывается благодаря яркому сочетанию Тесто для пиццы, сливочный соус, груша, дорблю, мёд. Вкус звучит полно, сочно и очень убедительно.","Pear and Blue Cheese Pizza opens around a vivid combination of Тесто для пиццы, сливочный соус, груша, дорблю, мёд. The flavor feels complete, generous, and easy to come back to.","Armytly we gok peynirli pitsa Тесто для пиццы, сливочный соус, груша, дорблю, мёд bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
45,Сёмга и руккола,Salmon and Arugula Pizza,Syomgaly we rukolaly pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, сливочный соус, сёмга, каперсы, крем-чиз, сливки, руккола, черри, оливки, маслины, пармезан, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, сливочный соус, сёмга, каперсы, крем-чиз, сливки, руккола, черри, оливки, маслины, пармезан, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, сливочный соус, сёмга, каперсы, крем-чиз, сливки, руккола, черри, оливки, маслины, пармезан, ароматное масло","Сёмга и руккола раскрывается благодаря яркому сочетанию Тесто для пиццы, сливочный соус, сёмга, каперсы, крем-чиз. Вкус звучит полно, сочно и очень убедительно.","Salmon and Arugula Pizza opens around a vivid combination of Тесто для пиццы, сливочный соус, сёмга, каперсы, крем-чиз. The flavor feels complete, generous, and easy to come back to.","Syomgaly we rukolaly pitsa Тесто для пиццы, сливочный соус, сёмга, каперсы, крем-чиз bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
46,Охотничьи колбаски,Hunter's Sausage Pizza,Awchy kolbasaly pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, красный соус, охотничьи колбаски, копчёная колбаса, куриные сосиски, солёные огурцы, лук, моцарелла, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, красный соус, охотничьи колбаски, копчёная колбаса, куриные сосиски, солёные огурцы, лук, моцарелла, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, красный соус, охотничьи колбаски, копчёная колбаса, куриные сосиски, солёные огурцы, лук, моцарелла, ароматное масло","Охотничьи колбаски раскрывается благодаря яркому сочетанию Тесто для пиццы, красный соус, охотничьи колбаски, копчёная колбаса, куриные сосиски. Вкус звучит полно, сочно и очень убедительно.","Hunter's Sausage Pizza opens around a vivid combination of Тесто для пиццы, красный соус, охотничьи колбаски, копчёная колбаса, куриные сосиски. The flavor feels complete, generous, and easy to come back to.","Awchy kolbasaly pitsa Тесто для пиццы, красный соус, охотничьи колбаски, копчёная колбаса, куриные сосиски bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
47,Курица с ананасом,Chicken and Pineapple Pizza,Towukly we ananasly pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, сливочный соус, курица, ветчина, моцарелла, оливки, ананас, кукуруза, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, сливочный соус, курица, ветчина, моцарелла, оливки, ананас, кукуруза, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, сливочный соус, курица, ветчина, моцарелла, оливки, ананас, кукуруза, ароматное масло","Курица с ананасом раскрывается благодаря яркому сочетанию Тесто для пиццы, сливочный соус, курица, ветчина, моцарелла. Вкус звучит полно, сочно и очень убедительно.","Chicken and Pineapple Pizza opens around a vivid combination of Тесто для пиццы, сливочный соус, курица, ветчина, моцарелла. The flavor feels complete, generous, and easy to come back to.","Towukly we ananasly pitsa Тесто для пиццы, сливочный соус, курица, ветчина, моцарелла bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
48,Пять сыров,Five Cheese Pizza,Besh peynirli pitsa,"Горячо, ароматно и по-итальянски щедро. Состав: Тесто для пиццы, сливочный соус, крем-чиз, моцарелла, пармезан, дорблю, чеддер, базилик, ароматное масло","Hot, fragrant, and generously Italian in spirit. Ingredients: Тесто для пиццы, сливочный соус, крем-чиз, моцарелла, пармезан, дорблю, чеддер, базилик, ароматное масло","Gyzgyn, hoshboy we italyan ruhunda sahy. Duzumi: Тесто для пиццы, сливочный соус, крем-чиз, моцарелла, пармезан, дорблю, чеддер, базилик, ароматное масло","Пять сыров раскрывается благодаря яркому сочетанию Тесто для пиццы, сливочный соус, крем-чиз, моцарелла, пармезан. Вкус звучит полно, сочно и очень убедительно.","Five Cheese Pizza opens around a vivid combination of Тесто для пиццы, сливочный соус, крем-чиз, моцарелла, пармезан. The flavor feels complete, generous, and easy to come back to.","Besh peynirli pitsa Тесто для пиццы, сливочный соус, крем-чиз, моцарелла, пармезан bilen achylyar. Tagamy doly, shireli we ozune cekiji bolup gal?ar.",,,
