id,name_ru,name_en,name_tm,short_description_ru,short_description_en,short_description_tm,description_ru,description_en,description_tm,ingredients_ru,ingredients_en,ingredients_tm
59,Цезарь - куриная грудка,Chicken Caesar Salad,Towukly Sezar salady,"Свежо, ярко и сбалансированно. Состав: Куриная грудка, пекинская капуста, латук, черри, перепелиные яйца, пармезан, сухарики, соус «Цезарь»","Fresh, bright, and beautifully balanced. Ingredients: Куриная грудка, пекинская капуста, латук, черри, перепелиные яйца, пармезан, сухарики, соус «Цезарь»","Taze, achyk we denagramly. Duzumi: Куриная грудка, пекинская капуста, латук, черри, перепелиные яйца, пармезан, сухарики, соус «Цезарь»","Цезарь - куриная грудка собирает вкус вокруг Куриная грудка, пекинская капуста, латук, черри, перепелиные яйца. Блюдо звучит сочно, цельно и очень аппетитно.","Chicken Caesar Salad builds its flavor around Куриная грудка, пекинская капуста, латук, черри, перепелиные яйца. It lands rich, juicy, and deeply satisfying.","Towukly Sezar salady Куриная грудка, пекинская капуста, латук, черри, перепелиные яйца bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
60,Цезарь - креветки,Shrimp Caesar Salad,Krewetkaly Sezar salady,"Свежо, ярко и сбалансированно. Состав: Креветки, пекинская капуста, латук, черри, пармезан, перепелиные яйца, сухарики, соус «Цезарь»","Fresh, bright, and beautifully balanced. Ingredients: Креветки, пекинская капуста, латук, черри, пармезан, перепелиные яйца, сухарики, соус «Цезарь»","Taze, achyk we denagramly. Duzumi: Креветки, пекинская капуста, латук, черри, пармезан, перепелиные яйца, сухарики, соус «Цезарь»","Цезарь - креветки собирает вкус вокруг Креветки, пекинская капуста, латук, черри, пармезан. Блюдо звучит сочно, цельно и очень аппетитно.","Shrimp Caesar Salad builds its flavor around Креветки, пекинская капуста, латук, черри, пармезан. It lands rich, juicy, and deeply satisfying.","Krewetkaly Sezar salady Креветки, пекинская капуста, латук, черри, пармезан bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
61,Чизбургер с беконом,Bacon Cheeseburger,Bekonly chizburger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, говяжья котлета, бекон, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, говяжья котлета, бекон, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, говяжья котлета, бекон, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Чизбургер с беконом собирает вкус вокруг Булочка бриошь, говяжья котлета, бекон, плавленый сыр, солёный огурец. Блюдо звучит сочно, цельно и очень аппетитно.","Bacon Cheeseburger builds its flavor around Булочка бриошь, говяжья котлета, бекон, плавленый сыр, солёный огурец. It lands rich, juicy, and deeply satisfying.","Bekonly chizburger Булочка бриошь, говяжья котлета, бекон, плавленый сыр, солёный огурец bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
62,Торн чикенбургер,Thorn Chicken Burger,Torn towuk burger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, куриное филе, помидоры, лист салата, солёный огурец, красный лук, плавленый сыр, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, куриное филе, помидоры, лист салата, солёный огурец, красный лук, плавленый сыр, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, куриное филе, помидоры, лист салата, солёный огурец, красный лук, плавленый сыр, фирменный соус","Торн чикенбургер собирает вкус вокруг Булочка бриошь, куриное филе, помидоры, лист салата, солёный огурец. Блюдо звучит сочно, цельно и очень аппетитно.","Thorn Chicken Burger builds its flavor around Булочка бриошь, куриное филе, помидоры, лист салата, солёный огурец. It lands rich, juicy, and deeply satisfying.","Torn towuk burger Булочка бриошь, куриное филе, помидоры, лист салата, солёный огурец bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
63,Веганбургер,Vegan Burger,Wegan burger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, овощи гриль, свежий огурец, красный лук, тофу, лист салата, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, овощи гриль, свежий огурец, красный лук, тофу, лист салата, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, овощи гриль, свежий огурец, красный лук, тофу, лист салата, фирменный соус","Веганбургер собирает вкус вокруг Булочка бриошь, овощи гриль, свежий огурец, красный лук, тофу. Блюдо звучит сочно, цельно и очень аппетитно.","Vegan Burger builds its flavor around Булочка бриошь, овощи гриль, свежий огурец, красный лук, тофу. It lands rich, juicy, and deeply satisfying.","Wegan burger Булочка бриошь, овощи гриль, свежий огурец, красный лук, тофу bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
64,Классический бургер,Classic Burger,Klassik burger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, говяжья котлета, помидоры, солёный огурец, лист салата, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, говяжья котлета, помидоры, солёный огурец, лист салата, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, говяжья котлета, помидоры, солёный огурец, лист салата, красный лук, фирменный соус","Классический бургер собирает вкус вокруг Булочка бриошь, говяжья котлета, помидоры, солёный огурец, лист салата. Блюдо звучит сочно, цельно и очень аппетитно.","Classic Burger builds its flavor around Булочка бриошь, говяжья котлета, помидоры, солёный огурец, лист салата. It lands rich, juicy, and deeply satisfying.","Klassik burger Булочка бриошь, говяжья котлета, помидоры, солёный огурец, лист салата bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
65,Блэк чикенбургер,Black Chicken Burger,Gara towuk burger,"Сочно, плотно и очень убедительно. Состав: Чёрная булочка, куриная котлета, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Чёрная булочка, куриная котлета, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Чёрная булочка, куриная котлета, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Блэк чикенбургер собирает вкус вокруг Чёрная булочка, куриная котлета, помидоры, лист салата, солёный огурец. Блюдо звучит сочно, цельно и очень аппетитно.","Black Chicken Burger builds its flavor around Чёрная булочка, куриная котлета, помидоры, лист салата, солёный огурец. It lands rich, juicy, and deeply satisfying.","Gara towuk burger Чёрная булочка, куриная котлета, помидоры, лист салата, солёный огурец bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
66,Блэк чизбургер,Black Cheeseburger,Gara chizburger,"Сочно, плотно и очень убедительно. Состав: Чёрная булочка, говяжья котлета, плавленый сыр, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Чёрная булочка, говяжья котлета, плавленый сыр, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Чёрная булочка, говяжья котлета, плавленый сыр, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Блэк чизбургер собирает вкус вокруг Чёрная булочка, говяжья котлета, плавленый сыр, помидоры, лист салата. Блюдо звучит сочно, цельно и очень аппетитно.","Black Cheeseburger builds its flavor around Чёрная булочка, говяжья котлета, плавленый сыр, помидоры, лист салата. It lands rich, juicy, and deeply satisfying.","Gara chizburger Чёрная булочка, говяжья котлета, плавленый сыр, помидоры, лист салата bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
67,Блэк бургер,Black Burger,Gara burger,"Сочно, плотно и очень убедительно. Состав: Чёрная булочка, говяжья котлета, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Чёрная булочка, говяжья котлета, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Чёрная булочка, говяжья котлета, помидоры, лист салата, солёный огурец, красный лук, фирменный соус","Блэк бургер собирает вкус вокруг Чёрная булочка, говяжья котлета, помидоры, лист салата, солёный огурец. Блюдо звучит сочно, цельно и очень аппетитно.","Black Burger builds its flavor around Чёрная булочка, говяжья котлета, помидоры, лист салата, солёный огурец. It lands rich, juicy, and deeply satisfying.","Gara burger Чёрная булочка, говяжья котлета, помидоры, лист салата, солёный огурец bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
68,Бифбургер с овощами гриль,Beef Burger with Grilled Vegetables,Gril gok onumli bifburger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, говяжий стейк, лист салата, овощи гриль, красный лук, солёные огурцы, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, говяжий стейк, лист салата, овощи гриль, красный лук, солёные огурцы, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, говяжий стейк, лист салата, овощи гриль, красный лук, солёные огурцы, фирменный соус","Бифбургер с овощами гриль собирает вкус вокруг Булочка бриошь, говяжий стейк, лист салата, овощи гриль, красный лук. Блюдо звучит сочно, цельно и очень аппетитно.","Beef Burger with Grilled Vegetables builds its flavor around Булочка бриошь, говяжий стейк, лист салата, овощи гриль, красный лук. It lands rich, juicy, and deeply satisfying.","Gril gok onumli bifburger Булочка бриошь, говяжий стейк, лист салата, овощи гриль, красный лук bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
69,Стейкбургер,Steak Burger,Steyk burger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, стейк, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, стейк, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, стейк, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Стейкбургер собирает вкус вокруг Булочка бриошь, стейк, плавленый сыр, солёный огурец, помидоры. Блюдо звучит сочно, цельно и очень аппетитно.","Steak Burger builds its flavor around Булочка бриошь, стейк, плавленый сыр, солёный огурец, помидоры. It lands rich, juicy, and deeply satisfying.","Steyk burger Булочка бриошь, стейк, плавленый сыр, солёный огурец, помидоры bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
70,Бургер XXL,XXL Burger,XXL burger,"Сочно, плотно и очень убедительно. Состав: Булочка бриошь, двойная говяжья котлета, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Juicy, hearty, and impossible to ignore. Ingredients: Булочка бриошь, двойная говяжья котлета, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Shireli, dokundyryjy we oran ozune cekiji. Duzumi: Булочка бриошь, двойная говяжья котлета, плавленый сыр, солёный огурец, помидоры, лист салата, красный лук, фирменный соус","Бургер XXL собирает вкус вокруг Булочка бриошь, двойная говяжья котлета, плавленый сыр, солёный огурец, помидоры. Блюдо звучит сочно, цельно и очень аппетитно.","XXL Burger builds its flavor around Булочка бриошь, двойная говяжья котлета, плавленый сыр, солёный огурец, помидоры. It lands rich, juicy, and deeply satisfying.","XXL burger Булочка бриошь, двойная говяжья котлета, плавленый сыр, солёный огурец, помидоры bilen tagamyny yygna?ar. Netijede tagamy ba?, ?ireli we ?r?n i?d?a?ar bol?ar.",,,
