id,name_ru,name_en,name_tm,short_description_ru,short_description_en,short_description_tm,description_ru,description_en,description_tm,ingredients_ru,ingredients_en,ingredients_tm
82,Роллы футомаки с угрём,Futomaki Rolls with Eel,ugur bilen futomaki rolllary,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, угорь, крем сыр, огурец, крабовые палочки 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, eel, cream cheese, cucumber, crab sticks 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, ugur, krem peynir, hyyar, krab tayajyklary 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
83,Калифорния с мидиями,California with Mussels,midiya bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, лосось, огурец, нори, крабовые палочки, спайс соус, икра летучей рыбы 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, salmon, cucumber, nori, crab sticks, spicy sauce, flying fish roe 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, losos, hyyar, nori, krab tayajyklary, spays sousy, uchyan balyk ikrasy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
84,Калифорния с лососем,California with Salmon,losos bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, лосось, огурец, нори, крабовые палочки, спайс соус, икра летучей рыбы 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, salmon, cucumber, nori, crab sticks, spicy sauce, flying fish roe 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, losos, hyyar, nori, krab tayajyklary, spays sousy, uchyan balyk ikrasy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
85,Калифорния с угрём,California with Eel,ugur bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, угорь, нори, огурец, крабовые палочки, спайс соус, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, eel, nori, cucumber, crab sticks, spicy sauce, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, ugur, nori, hyyar, krab tayajyklary, spays sousy, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
86,Калифорния с креветкой,California with Shrimp,krewetka bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, креветки, огурец, крабовые палочки, спайс соус, икра летучей рыбы 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, krevetki, cucumber, crab sticks, spicy sauce, flying fish roe 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krevetki, hyyar, krab tayajyklary, spays sousy, uchyan balyk ikrasy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
87,Калифорния с тунцом,California with Tuna,tunes bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, тунец, огурец, крабовые палочки, спайс соус, икра летучей рыбы 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, tuna, cucumber, crab sticks, spicy sauce, flying fish roe 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, tunes, hyyar, krab tayajyklary, spays sousy, uchyan balyk ikrasy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
88,Маки с угрём,Maki with Eel,ugur bilen maki,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, угорь, соус унаги, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, eel, sous unagi, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, ugur, sous unagi, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
89,Маки с огурцом,Maki with Cucumber,Hyyar bilen maki,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, огурец, нори, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, cucumber, nori, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, hyyar, nori, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
90,Маки с тунцом,Maki with Tuna,tunes bilen maki,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, тунец, соус чили 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, tuna, sous chili 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, tunes, sous chili 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
91,Маки с лососем,Maki with Salmon,losos bilen maki,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, соус чили 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, sous chili 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, sous chili 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
92,Маки с креветкой,Maki with Shrimp,krewetka bilen maki,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, креветки, нори, спайс соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, krevetki, nori, spicy sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, krevetki, nori, spays sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
93,?????????? ????? ? ?????,Baked Rolls with Eel,Ugur bilen bisirilen rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, угорь, нори, огурец, крем сыр, спайс соус, унаги соус, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, eel, nori, cucumber, cream cheese, spicy sauce, unagi sous, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, ugur, nori, hyyar, krem peynir, spays sousy, unagi sous, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
94,?????????? ????? ? ?????,Baked Rolls with Cheese,Peynir bilen bisirilen rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, Нори, огурец, крем сыр, сырный соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, cucumber, cream cheese, cheese sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, hyyar, krem peynir, peynir sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
95,?????????? ????? ? ???????,Baked Rolls with Mussels,Midiya bilen bisirilen rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, мидия, огурец, лук зеленый, лимон, крем сыр, спайс соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, midiya, cucumber, luk zelenyy, limon, cream cheese, spicy sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, midiya, hyyar, luk zelenyy, limon, krem peynir, spays sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
96,?????????? ????? ? ???????,Baked Rolls with Salmon,Losos bilen bisirilen rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, огурец, крем сыр, спайс соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, cucumber, cream cheese, spicy sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, hyyar, krem peynir, spays sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
97,?????????? ????? ? ???????,Baked Rolls with Chicken,Towuk bilen bisirilen rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, курица, огурец, крем сыр, сырный соус, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, chicken, cucumber, cream cheese, cheese sauce, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, towuk, hyyar, krem peynir, peynir sousy, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
98,?????????? ????? ? ??????????,Baked Rolls with Shrimp,Krewetka bilen bisirilen rolllar,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, креветки, огурец, крем сыр, спайс соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, krevetki, cucumber, cream cheese, spicy sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krevetki, hyyar, krem peynir, spays sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
99,"Роллы ""Золотой Дракон""",Golden Dragon Roll,Altyn Aydarha roll,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, угорь, огурец, крабовые палочки, соус унаги, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, eel, cucumber, crab sticks, sous unagi, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, ugur, hyyar, krab tayajyklary, sous unagi, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
100,Филадельфия,Philadelphia,Philadelphia,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, огурец, крем сыр, икра летучей рыбы 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, cucumber, cream cheese, flying fish roe 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, hyyar, krem peynir, uchyan balyk ikrasy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
101,Филадельфия с тунцом,Philadelphia with Tuna,tunes bilen Philadelphia,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, тунец, огурец, крем сыр, соус чили 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, tuna, cucumber, cream cheese, sous chili 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, tunes, hyyar, krem peynir, sous chili 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
102,Филадельфия лайт,Philadelphia Light,Philadelphia Light,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, лосось, нори, крабовые палочки, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, salmon, nori, crab sticks, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, losos, nori, krab tayajyklary, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
103,Филадельфия роял,Philadelphia Royal,Philadelphia Royal,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, лосось, огурец, крабовые палочки, крем сыр 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, salmon, cucumber, crab sticks, cream cheese 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, losos, hyyar, krab tayajyklary, krem peynir 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
104,Филадельфия с креветкой,Philadelphia with Shrimp,krewetka bilen Philadelphia,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, креветки, огурец, крем сыр, соус унаги 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, krevetki, cucumber, cream cheese, sous unagi 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krevetki, hyyar, krem peynir, sous unagi 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
105,Филадельфия дабл чиз,Philadelphia Double Cheese,Philadelphia Double Cheese,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, курица, крем сыр, плавленный сыр, спайс соус 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, chicken, cream cheese, plavlennyy syr, spicy sauce 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, towuk, krem peynir, plavlennyy syr, spays sousy 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
106,Филадельфия с угрём,Philadelphia with Eel,ugur bilen Philadelphia,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, угорь, огурец, крем сыр, соус унаги, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, eel, cucumber, cream cheese, sous unagi, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, ugur, hyyar, krem peynir, sous unagi, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
107,Калифорния с крабом и икрой летучей рыбы,California with Crab and Flying Fish Roe,Krab we uchyan balyk ikrasy bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, крабовые палочки, огурец, икра летучей рыбы, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, crab sticks, cucumber, flying fish roe, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, krab tayajyklary, hyyar, uchyan balyk ikrasy, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
108,Калифорния с крабом,California with Crab,krab bilen California,"Нежный, сбалансированный и очень аппетитный. Состав: Рис, нори, огурец, крабовые палочки, спайс соус, кунжут 8шт","Delicate, balanced, and truly appetizing. Ingredients: rice, nori, cucumber, crab sticks, spicy sauce, sesame 8pcs","Nazik, denagramly we isdaha acar. Duzumi: tuwi, nori, hyyar, krab tayajyklary, spays sousy, kunji 8sany","Баланс текстур и начинок делает это блюдо аккуратным, выразительным и очень запоминающимся.","The balance of texture and filling makes this dish clean, expressive, and memorable.","Dokumalaryn we icligin denagramy bu tagamy arassa, acyk we yatda galyjy ediyor.",,,
109,Гункан с лососем,Gunkan with Salmon,losos bilen gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, лосось, спайс соус, икра летучей рыбы 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, salmon, spicy sauce, flying fish roe 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, losos, spays sousy, uchyan balyk ikrasy 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
110,Гункан с крабом,Gunkan with Crab,krab bilen gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, крабовые палочки, спайс соус, соус унаги 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, crab sticks, spicy sauce, sous unagi 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, krab tayajyklary, spays sousy, sous unagi 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
111,Гункан с курицей,Gunkan with Chicken,towuk bilen gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, курица, спайс соус, соус унаги 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, chicken, spicy sauce, sous unagi 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, towuk, spays sousy, sous unagi 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
112,Гункан с угрём,Gunkan with Eel,ugur bilen gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, угорь, спайс соус, соус унаги, кунжут 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, eel, spicy sauce, sous unagi, sesame 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, ugur, spays sousy, sous unagi, kunji 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
113,Гункан с креветкой,Gunkan with Shrimp,krewetka bilen gunkan,"Яркий вкус в компактной подаче. Состав: Рис, нори, креветка, спайс соус, икра летучей рыбы 2шт","Compact in size, bright in flavor. Ingredients: rice, nori, shrimp, spicy sauce, flying fish roe 2pcs","Ychjam bolsegem tagamy yorite. Duzumi: tuwi, nori, krewetka, spays sousy, uchyan balyk ikrasy 2sany","Небольшой формат с ярким и аккуратным вкусом, который легко запоминается.","A compact format with a bright, focused flavor that is easy to remember.",Ychjam formatda acyk we unudylmajak tagam ber?ar.,,,
